"log.fc"	"test.stat"	"p.value"	"q.value"
"chr20:2852899-2854635"	0.264858579835739	7.43222564429941	2.83888807744355e-11	1.95208402864969e-08
"chr10:104416555-104417165"	0.726712415189857	7.4288143689008	2.88747922010688e-11	1.95208402864969e-08
"chr16:33961237-33962487"	-0.464749793550222	-7.41073573165141	3.1591084154121e-11	2.03812026800039e-08
"chr1:43996724-43997592"	0.357501979929373	7.40636081433742	3.22856292672591e-11	2.03812026800039e-08
"chr5:140751298-140751883"	-0.792123828881435	-7.40523712837213	3.24664534840387e-11	2.03812026800039e-08
"chr16:34740812-34741494"	-0.560506702200487	-7.3847500970483	3.59451026827903e-11	2.20401994728941e-08
"chr19:37794270-37794574"	-0.56910410585231	-7.36904029616368	3.88608959533243e-11	2.32865086978488e-08
"chr17:27619491-27620393"	0.325835391998402	7.34593848004211	4.35798987070356e-11	2.52118990677008e-08
"chr1:247681399-247681951"	-0.475169746599804	-7.34406570842777	4.39864733791336e-11	2.52118990677008e-08
"chr17:15820620-15821325"	-0.707011031711082	-7.32288038469452	4.88561997381882e-11	2.74072885595121e-08
"chr5:498111-498430"	0.986801114807367	7.31409979104863	5.10279519418378e-11	2.80292287687186e-08
"chr6:114291411-114292767"	0.217031977901732	7.29258214410661	5.67632841878957e-11	3.05432806305726e-08
"chr15:63613667-63614085"	0.72317203038758	7.28366223683249	5.93242001652943e-11	3.08179778238957e-08
"chr12:34503354-34503614"	-0.412530446211093	-7.27887922679874	6.07442626998759e-11	3.08179778238957e-08
"chr7:57472316-57472797"	-0.662328992028012	-7.27875911105091	6.07803552621777e-11	3.08179778238957e-08
"chr22:17090455-17091224"	-0.518177750559823	-7.25934776712988	6.69014521313504e-11	3.32815789980224e-08
"chr19:54972425-54972738"	1.76795257328481	7.22729609097108	7.83736588879717e-11	3.82666646340789e-08
"chr12:54332805-54333731"	-0.949323762176667	-7.21064712589271	8.50818506007358e-11	4.07866922352546e-08
"chr3:184099095-184099582"	0.465275977669858	7.18415810684651	9.6946354995604e-11	4.56032743583839e-08
"chr19:23185562-23186050"	-0.62783696567999	-7.1807474408679	9.85885852396224e-11	4.56032743583839e-08
"chr11:2442070-2442402"	0.706072072102716	7.17396989297314	1.01934236240805e-10	4.63378978056047e-08
"chr16:2105014-2105390"	0.524003561841415	7.13653283421897	1.22546188575882e-10	5.47636069151137e-08
"chr11:2555405-2555618"	-1.27109407400541	-7.12444763750149	1.30043935608184e-10	5.71456401040896e-08
"chr1:46016403-46016694"	-0.203815120068498	-7.10552414743083	1.4270710512315e-10	6.16822218635569e-08
"chr10:130008558-130009620"	0.629534067709575	7.08258142300022	1.59707807493496e-10	6.79170331027987e-08
"chr1:227746157-227746454"	-0.730401786151317	-7.068044583663	1.71502769236205e-10	7.17752700584408e-08
"chr15:27112030-27113479"	-0.715712411578111	-7.05536062144394	1.82496684653925e-10	7.45103673211372e-08
"chr5:134526927-134527419"	0.877586198969908	7.05402953576683	1.83690126521805e-10	7.45103673211372e-08
"chr5:140181888-140183014"	-0.661761747411608	-7.03327059027357	2.03334682153169e-10	8.12291246916737e-08
"chr19:49669275-49669552"	0.79839137135734	7.01276778360082	2.24776371911817e-10	8.74217251648925e-08
"chr5:140249734-140250949"	-0.613016611099867	-7.01213957639553	2.25467545748793e-10	8.74217251648925e-08
"chr6:170597246-170597499"	0.874599803854896	7.00739751349019	2.30753272907301e-10	8.8174504253245e-08
"chr10:38069586-38069946"	-0.533522022973077	-6.9759706186243	2.69021025890955e-10	1.01328690980585e-07
"chr13:37493896-37494752"	0.462234089615162	6.95881300495408	2.92499614545226e-10	1.08620349818302e-07
"chr7:1584054-1584345"	0.446971057465403	6.95581095357464	2.96811288087396e-10	1.08690644746004e-07
"chr5:140175666-140176813"	-0.610672489601221	-6.95137457166914	3.03298458693375e-10	1.09544755642596e-07
"chr16:69776088-69776394"	0.451132587561095	6.94335848828368	3.15378035456264e-10	1.12368341659998e-07
"chr22:29445203-29445482"	0.285319107122151	6.93260265471373	3.32337459300295e-10	1.16832126025488e-07
"chr17:79961577-79961857"	-0.568918159162239	-6.91642283391556	3.59563736557482e-10	1.22534169537045e-07
"chr12:123351641-123351918"	0.425623866680135	6.9142319770588	3.63416160490626e-10	1.22534169537045e-07
"chr5:28927605-28928637"	-0.346810873583186	-6.91207216707135	3.6725397608954e-10	1.22534169537045e-07
"chr1:8763005-8763549"	0.360928312437232	6.91037355636081	3.70300433669106e-10	1.22534169537045e-07
"chr5:481639-482225"	0.658724021170214	6.9095455645245	3.71794491502831e-10	1.22534169537045e-07
"chr19:57149423-57149631"	-0.944452805180853	-6.89127673082562	4.06320431412324e-10	1.32259808575523e-07
"chr12:49182421-49182658"	0.434853447986746	6.87121888359214	4.47889004186277e-10	1.44012701028968e-07
"chr2:113403001-113404079"	-0.278711637921493	-6.86657539614955	4.58096908616524e-10	1.45520278223895e-07
"chr1:6131635-6131985"	0.583451111865245	6.83795747714205	5.26288239928316e-10	1.65191853975595e-07
"chr12:54447744-54448091"	-0.702666693849621	-6.82456386724646	5.61563495753418e-10	1.74190389753348e-07
"chr4:183838036-183839286"	0.264011756226951	6.81496855062857	5.88263490169661e-10	1.80350641648992e-07
"chr1:1149055-1149524"	0.722139186885697	6.80785372914292	6.08868480359631e-10	1.84522141990368e-07
"chr16:33318698-33319468"	-0.381901857063187	-6.80326315745141	6.22540359439431e-10	1.86521580874773e-07
"chr5:140167091-140168139"	-0.72537453810842	-6.79128796480779	6.59651417683622e-10	1.95419879535352e-07
"chr12:25538794-25539424"	0.360674133398646	6.76722644827836	7.40958733160719e-10	2.17067977316839e-07
"chr9:134429866-134430491"	-0.458511927795091	-6.75626035742393	7.81229897345128e-10	2.24780826428477e-07
"chr5:140229322-140230333"	-0.768670736443553	-6.75543758260659	7.84337253713868e-10	2.24780826428477e-07
"chr9:100818729-100819368"	0.309212784826376	6.74393834540782	8.29067051340424e-10	2.35044966404749e-07
"chr17:38501396-38501839"	-0.595592799185557	-6.7371774976605	8.56533396313022e-10	2.40248505608395e-07
"chr11:3141642-3141877"	0.436475516330517	6.73038317797513	8.85041913116446e-10	2.45631737697139e-07
"chr14:103987063-103989796"	0.693943705258037	6.72303173988943	9.16945393402715e-10	2.5183523169225e-07
"chr18:55253544-55254093"	0.331117997444844	6.7110238206601	9.7151959518299e-10	2.64073047903038e-07
"chr9:130674546-130674958"	0.481439324155717	6.70234265723909	1.01296239673412e-09	2.70456760057144e-07
"chr4:81128229-81128691"	-0.442166354489838	-6.6988037768947	1.03035374184864e-09	2.70456760057144e-07
"chr7:120497120-120498220"	0.317913107206636	6.69841265340115	1.03229388748318e-09	2.70456760057144e-07
"chr1:839694-840619"	0.392421944443931	6.69743195548626	1.03717447874538e-09	2.70456760057144e-07
"chr3:195488595-195489381"	-0.601703635304145	-6.69561164503133	1.04629407289041e-09	2.70456760057144e-07
"chr5:3606488-3607135"	-0.753039809894301	-6.6886237398959	1.08204504785491e-09	2.73591990058443e-07
"chr2:103235376-103236554"	0.608695516831295	6.68853841691463	1.08248894968606e-09	2.73591990058443e-07
"chr17:72347924-72348322"	-0.792708914640772	-6.68488312308471	1.10167600635685e-09	2.73591990058443e-07
"chr17:1811473-1812097"	0.706902259635846	6.68353942860771	1.10881339699196e-09	2.73591990058443e-07
"chr12:54500127-54501158"	-0.358274195234572	-6.68325940420983	1.11030656664846e-09	2.73591990058443e-07
"chr7:905608-905886"	0.619428169954306	6.67296148860178	1.16662046351862e-09	2.80680787831339e-07
"chr19:57351283-57351995"	-0.428040954624574	-6.67295679988467	1.1666467359616e-09	2.80680787831339e-07
"chr9:140216866-140218065"	-0.335916084135251	-6.6721793039601	1.17101140337735e-09	2.80680787831339e-07
"chr1:79472281-79472537"	-0.448706817784901	-6.66326774844152	1.22220612935977e-09	2.90312493754052e-07
"chr5:140768939-140769483"	-0.623832415174722	-6.66059491324161	1.23798774571487e-09	2.91435579495699e-07
"chr12:56522943-56523285"	0.373988990479717	6.65467524258226	1.27366070201871e-09	2.97179982915269e-07
"chr18:15197650-15198309"	-0.527788498656747	-6.64729203940846	1.31957973047896e-09	3.05193326086038e-07
"chr14:65068368-65068668"	-0.258201451949216	-6.63713656385066	1.38542419407724e-09	3.17635602617742e-07
"chr15:74703053-74703255"	0.487006596386733	6.63513367486635	1.39878843594677e-09	3.17934964673902e-07
"chr5:140201440-140201657"	-0.551525350652826	-6.59979750004953	1.65665082631463e-09	3.7332697168044e-07
"chr10:135477932-135498572"	-0.464150000108348	-6.59359388697114	1.70653681010261e-09	3.81309741823437e-07
"chr14:64931879-64932542"	0.254202487767752	6.58959256501621	1.73949756911953e-09	3.8540834375971e-07
"chr14:38080239-38080678"	-0.663909028856827	-6.57806052851155	1.83805168419303e-09	4.03850589211946e-07
"chr7:16684239-16684505"	0.39813348744146	6.57631665562307	1.85342753829473e-09	4.03863392352718e-07
"chr4:170191357-170192844"	0.383100668818115	6.57214726000784	1.89070636810645e-09	4.0860954181553e-07
"chr16:33483184-33483512"	-0.500422045691819	-6.56448113861379	1.96119273363417e-09	4.2034605728748e-07
"chr12:72079789-72080261"	0.348756896404033	6.56281006321652	1.97689869922049e-09	4.2034605728748e-07
"chr5:140553681-140554637"	-0.672340048131052	-6.54280656765129	2.17483060687427e-09	4.58732670246777e-07
"chr2:37311072-37311893"	0.208367391814291	6.53786765038616	2.22663922967562e-09	4.62900175594586e-07
"chr5:140741174-140741738"	-0.681081955524523	-6.5361427890051	2.24501847776519e-09	4.62900175594586e-07
"chr5:140683195-140683773"	-0.495352432112661	-6.53377963941539	2.27044247421879e-09	4.62900175594586e-07
"chr4:1408521-1409224"	-0.587365826000882	-6.53319061866555	2.27682360966284e-09	4.62900175594586e-07
"chr2:105275588-105275940"	-0.452246423429749	-6.53267978002736	2.28237210146766e-09	4.62900175594586e-07
"chr19:58715220-58716033"	-0.530407370087247	-6.52704922515465	2.34442035713863e-09	4.71854863636008e-07
"chr15:64387985-64388628"	0.24052037905637	6.51692688980403	2.46018506910224e-09	4.91403329787497e-07
"chr17:21743875-21744127"	-0.320088797976083	-6.51399084904341	2.49480700700127e-09	4.94572041703726e-07
"chr15:89959742-89959990"	-0.407155779915796	-6.50878747781163	2.55735130401433e-09	5.03187496131656e-07
"chr11:1470033-1470388"	0.862035865273858	6.50618732719238	2.58918264062562e-09	5.0567695927952e-07
"chr3:52719934-52720335"	0.297703573433877	6.50418128329122	2.61400792240396e-09	5.0677156530958e-07
"chr13:113429177-113429393"	0.470834855132363	6.50091047706934	2.6549898956901e-09	5.07535825960574e-07
"chr2:240033147-240033453"	0.442282595065775	6.50047384090673	2.66050856211236e-09	5.07535825960574e-07
"chr9:99687155-99687587"	-0.399560852099761	-6.49927657842044	2.67569899903359e-09	5.07535825960574e-07
"chr1:247463848-247464710"	0.285025688273331	6.49635257180742	2.7131586542616e-09	5.10965293416152e-07
"chr1:62660555-62660946"	1.09189986507309	6.48850832767058	2.81622885614586e-09	5.24807469829896e-07
"chr5:140502890-140503804"	-0.492774603942918	-6.48774459169817	2.82646820586533e-09	5.24807469829896e-07
"chr15:21380192-21380686"	-0.521670306618584	-6.48559463126082	2.85549035086788e-09	5.26042042283353e-07
"chr10:134586170-134586471"	0.426607082133145	6.48308770447471	2.88970286104631e-09	5.26042042283353e-07
"chr5:140188014-140188986"	-0.488616798007985	-6.48264836239906	2.8957401844783e-09	5.26042042283353e-07
"chr7:56515585-56515864"	-0.535470502004567	-6.48026899557442	2.92865381153189e-09	5.26042042283353e-07
"chr5:140242073-140243007"	-0.446748100341136	-6.47996575804114	2.93287492284203e-09	5.26042042283353e-07
"chr2:28789559-28789933"	0.302463451626067	6.47491080915315	3.00413168758134e-09	5.33002604111262e-07
"chr12:54366815-54369103"	-0.865100871488736	-6.47435196007007	3.01211363166874e-09	5.33002604111262e-07
"chr19:22715263-22715576"	-0.480929319722738	-6.47202617202708	3.04555794915941e-09	5.3532787258358e-07
"chr19:22193330-22193583"	-0.650493763503704	-6.46360350151114	3.16977043819923e-09	5.53471307109675e-07
"chr12:34491006-34491271"	-0.796953454544326	-6.45410321383242	3.31588357390525e-09	5.75174909931486e-07
"chr2:236401799-236403946"	-0.392667181152693	-6.45259917089389	3.3396172727867e-09	5.75505549113033e-07
"chr18:34854247-34855163"	-0.523798531506067	-6.44129493938451	3.52344498695248e-09	6.03241237181748e-07
"chr5:140208753-140209957"	-0.641614647277668	-6.43781638500092	3.5819965895011e-09	6.09309174701845e-07
"chr17:5185519-5185873"	0.297859384048782	6.434045451649	3.64655463523526e-09	6.16314484055211e-07
"chr15:22545218-22547291"	-0.392822185291433	-6.42930712511466	3.72930448033866e-09	6.25930934411851e-07
"chr16:7354333-7354608"	-0.701215968046709	-6.42808578740217	3.75093255090164e-09	6.25930934411851e-07
"chr9:136659111-136659329"	0.768423550592072	6.42292509572932	3.84369558256714e-09	6.37376589496637e-07
"chr9:130965464-130966516"	0.367335460610816	6.42116506440437	3.87584687565195e-09	6.37841016201662e-07
"chr6:30614721-30615643"	0.248241155037163	6.42012993218815	3.89487990626062e-09	6.37841016201662e-07
"chr3:75707623-75708198"	-0.368702685645713	-6.41803819568314	3.93362273588077e-09	6.40209241075509e-07
"chr16:71475334-71475938"	-0.344656359347917	-6.41552118064881	3.98074694149361e-09	6.43904134106875e-07
"chr15:27215951-27216856"	-0.793137937463903	-6.40682169785022	4.1479516978371e-09	6.66859112592518e-07
"chr6:28583934-28584289"	-0.730334609027615	-6.4035933977266	4.21174718756338e-09	6.73011674832097e-07
"chr2:239049388-239050089"	0.453297625329279	6.40113845897539	4.26090720261242e-09	6.76765537976381e-07
"chr15:84976070-84977044"	0.526380193888994	6.38830674454385	4.52722295513481e-09	7.14759044521464e-07
"chr12:34489751-34490133"	-0.786594535019597	-6.38240378086388	4.65518807990058e-09	7.30587434015826e-07
"chr12:54424610-54425173"	-0.928901585509069	-6.3746987825846	4.82759993656487e-09	7.53162721464316e-07
"chr19:36389545-36389967"	0.541710128989418	6.37247516962466	4.8785178712927e-09	7.56629424673549e-07
"chr4:103422091-103423229"	0.229267244319289	6.36772885287877	4.98898161213543e-09	7.6923677886294e-07
"chr22:24819537-24820810"	0.485069177864438	6.36598595764425	5.03016139232925e-09	7.71076949245076e-07
"chr5:140516311-140517300"	-0.4717319927821	-6.3644618049972	5.06644760650331e-09	7.72150043890557e-07
"chr7:57484168-57485070"	-0.46903518017352	-6.35945383981256	5.18750228843128e-09	7.86055662855053e-07
"chr16:70488358-70488814"	-0.1886631004895	-6.35427674622465	5.31564450005907e-09	8.00870187934613e-07
"chr10:126715728-126715929"	0.423597901067801	6.34306090728348	5.60406256767479e-09	8.39526782155191e-07
"chr3:195622187-195623033"	-0.422826443552855	-6.34110332778029	5.65596084854145e-09	8.4251448436522e-07
"chr16:32213542-32214210"	-0.475537425955208	-6.33655310276291	5.77843259714535e-09	8.55922212676036e-07
"chr11:129993524-129993797"	-0.390088480189653	-6.33437602111919	5.8379514278291e-09	8.59907415341575e-07
"chr7:63560419-63561064"	-0.451278972566177	-6.32769888997192	6.02429293101199e-09	8.82425041217012e-07
"chr5:77253832-77254049"	-0.599559003158546	-6.32055837784642	6.23005888778242e-09	9.07523384725255e-07
"chr19:58554354-58554587"	-0.544632814622716	-6.31891078710586	6.27851247240424e-09	9.09556372787968e-07
"chr19:22805800-22806721"	-0.440073654314127	-6.31618063922388	6.35962212499621e-09	9.16272114468033e-07
"chr5:140734720-140735028"	-0.719247317984285	-6.31070778939611	6.52533884031773e-09	9.35038499259876e-07
"chr19:53540735-53541233"	-0.479606164023248	-6.29136923994602	7.14573684804333e-09	1.01840269046222e-06
"chr12:120650214-120650528"	0.270753714021773	6.28782669030132	7.26552801105327e-09	1.02990812655608e-06
"chr5:177209737-177210523"	-0.447025087357483	-6.28580645607582	7.33472643961517e-09	1.0341572048497e-06
"chr10:135259492-135260192"	-0.426429675033916	-6.28227448906202	7.45727027936601e-09	1.04584249034981e-06
"chr17:5019050-5019551"	-0.765003972332337	-6.28033277482153	7.52549692280731e-09	1.04982672945364e-06
"chr5:140202573-140203610"	-0.568460835291407	-6.27666526199168	7.65604670934699e-09	1.06241751336128e-06
"chr1:200638546-200639384"	0.27610442324555	6.27252091504508	7.80625845832948e-09	1.07759063095453e-06
"chr19:28296843-28297103"	-0.222615938079007	-6.26897078701828	7.93724054367444e-09	1.08996502174229e-06
"chr7:155601175-155603235"	-0.27492429149071	-6.26472617410734	8.09669191596952e-09	1.10610040961892e-06
"chr16:32289756-32290695"	-0.413859056457885	-6.25912578418406	8.31191432873517e-09	1.12773581828601e-06
"chr1:228404148-228404397"	0.904566862951807	6.25838994374225	8.34060853241945e-09	1.12773581828601e-06
"chr5:140531157-140532017"	-0.584883330158843	-6.24411678622384	8.91691089219099e-09	1.199506492773e-06
"chr5:3326328-3326645"	-0.388704124559283	-6.24298350130702	8.96431600143885e-09	1.19976221164435e-06
"chr14:103593234-103593923"	0.547167580162375	6.23112786440527	9.47537095718435e-09	1.26175571038951e-06
"chr11:69258149-69258544"	-0.441152307676922	-6.22767101391031	9.62971747664563e-09	1.27586497984542e-06
"chr4:13526553-13526770"	-0.724300595504916	-6.22198352479552	9.88906999611285e-09	1.30367609758756e-06
"chr5:140236862-140237891"	-0.609668624753784	-6.20778595672535	1.05669071562386e-08	1.38610484617606e-06
"chr19:58728277-58728729"	-0.436319429329226	-6.20460802448387	1.07247921447415e-08	1.39985084004087e-06
"chr5:140736821-140737058"	-0.437164722826517	-6.19771059677269	1.10755091815011e-08	1.43567565057499e-06
"chr4:132898749-132899190"	-0.350965308795833	-6.19707939042163	1.11081632677425e-08	1.43567565057499e-06
"chr1:54518601-54519299"	0.202555960227912	6.18917096741399	1.15254168647761e-08	1.48233727344725e-06
"chr1:21995063-21995914"	0.43596786814852	6.18621941271158	1.16850682548007e-08	1.48304773284618e-06
"chr21:46169930-46170175"	0.391877982242783	6.18551667827101	1.17233995818988e-08	1.48304773284618e-06
"chr5:140723548-140723900"	-0.704443179739009	-6.18464952457951	1.17708701065847e-08	1.48304773284618e-06
"chr21:43916278-43916900"	-0.171725004533082	-6.18292603493696	1.18657819119635e-08	1.48304773284618e-06
"chr1:94712906-94713517"	0.347805989289825	6.18185063578328	1.1925385260974e-08	1.48304773284618e-06
"chr5:140745531-140745893"	-0.612020408606267	-6.1810209470073	1.19715717494792e-08	1.48304773284618e-06
"chr9:97094626-97095058"	-0.423219546963508	-6.18030133809366	1.20117730766253e-08	1.48304773284618e-06
"chr19:50249492-50249894"	-0.652788273236831	-6.18005441140288	1.20255983912828e-08	1.48304773284618e-06
"chr17:12692737-12693690"	0.381244880027702	6.17984782296453	1.20371772293515e-08	1.48304773284618e-06
"chr14:93896736-93897466"	-0.543361025242942	-6.17671247118203	1.22142612374478e-08	1.49786610133279e-06
"chr19:7685152-7686182"	0.378210560633674	6.17160461991329	1.25082633147487e-08	1.52681884516975e-06
"chr22:43088918-43089668"	0.410425823727374	6.17030938071278	1.25839171306216e-08	1.52897492657128e-06
"chr19:1230974-1231323"	1.19295714623869	6.16901165459612	1.26601682463081e-08	1.53118346780807e-06
"chr14:91770110-91770419"	-0.38378419754693	-6.16490818839397	1.29042851389277e-08	1.55291598513639e-06
"chr22:17001042-17002102"	-0.266779952629912	-6.16402127262632	1.29576544310857e-08	1.55291598513639e-06
"chr15:82626605-82626831"	0.468581233567586	6.16003845982236	1.32000092516879e-08	1.57480291371042e-06
"chr3:97540664-97541633"	0.249185404052516	6.15750283415273	1.33566230650597e-08	1.58630956636651e-06
"chr10:21788633-21789588"	0.452441062201549	6.15219471636967	1.36904312390703e-08	1.60767323202083e-06
"chr15:28699850-28700610"	-0.692637141234645	-6.15189012358375	1.37098333025548e-08	1.60767323202083e-06
"chr11:68201118-68201321"	0.283770572997985	6.15124198654276	1.37512087528176e-08	1.60767323202083e-06
"chr5:140773855-140774441"	-0.53033401211418	-6.15078579351398	1.37804047044188e-08	1.60767323202083e-06
"chr12:54427025-54428709"	-0.801659580369877	-6.14605010790968	1.40871143755155e-08	1.6362152318275e-06
"chr10:85899058-85899640"	0.321643410440303	6.14020667754112	1.44748471762178e-08	1.67387640635157e-06
"chr9:139595845-139596130"	0.818774665392697	6.13875730945488	1.45726334724333e-08	1.6778255639047e-06
"chr6:164051485-164052323"	-0.48203916255915	-6.13640522684653	1.4732710751371e-08	1.68888109422021e-06
"chr3:75718116-75719159"	-0.319636127470229	-6.12503596702699	1.55312239777754e-08	1.7727110450131e-06
"chr17:34819844-34820754"	-0.441662578139814	-6.12354433362527	1.56391013725346e-08	1.77732994305279e-06
"chr19:49699698-49700070"	0.97049867119702	6.12031314396552	1.58753232376823e-08	1.79643249993447e-06
"chr19:49164755-49165293"	0.364316387125962	6.11691232865658	1.61277412159778e-08	1.81719668760885e-06
"chr7:127880750-127881375"	-0.504142404992051	-6.11344091100305	1.63894751133286e-08	1.83882936526818e-06
"chr4:147096877-147097562"	0.256490437261662	6.10876353227804	1.67487597521417e-08	1.87117711705495e-06
"chr17:18874684-18874887"	0.403506036467026	6.10571442943372	1.69871353448932e-08	1.88980088820023e-06
"chr2:241719465-241719701"	-0.468538349611552	-6.09719062486466	1.76713825199758e-08	1.94954673444693e-06
"chr10:43393476-43394417"	-0.333565706192502	-6.09653601108262	1.77250397382307e-08	1.94954673444693e-06
"chr4:90228714-90229010"	0.47212087729076	6.09523107955339	1.78324810966407e-08	1.94954673444693e-06
"chr16:15149204-15150107"	0.234630033141938	6.09463710791398	1.78815977844266e-08	1.94954673444693e-06
"chr4:187025732-187026873"	0.395368107300968	6.09448870583698	1.789389022742e-08	1.94954673444693e-06
"chr1:10753773-10754176"	0.242996749558461	6.09133079622698	1.81574473319826e-08	1.97012039652285e-06
"chr5:140261884-140262153"	-0.760698270143833	-6.08841840187942	1.84038996640956e-08	1.98867712517846e-06
"chr3:97690785-97691409"	0.418881275558165	6.08299397046248	1.88717360311276e-08	2.03073553432077e-06
"chr22:46041368-46041910"	0.383764671985112	6.08213181051515	1.89471645848027e-08	2.03073553432077e-06
"chr21:10989913-10991413"	-0.325955887660286	-6.08084448963752	1.90603423256429e-08	2.03459508404008e-06
"chr9:72374408-72375103"	0.319461445519159	6.07653890278629	1.94437347897144e-08	2.05505786602216e-06
"chr21:35574323-35574549"	-0.505809152631636	-6.07549276727817	1.95380287460857e-08	2.05505786602216e-06
"chr6:44094708-44096134"	0.341826361830743	6.07523539765516	1.95612958000828e-08	2.05505786602216e-06
"chr5:140779013-140779659"	-0.703293851213852	-6.07520755867792	1.95638141686855e-08	2.05505786602216e-06
"chr16:90118815-90119521"	0.379929741061072	6.07216162737904	1.98412916893297e-08	2.07593451063836e-06
"chr5:140725051-140725891"	-0.488828459944751	-6.07025438273981	2.0017006028312e-08	2.08604103139318e-06
"chr10:134504420-134505591"	0.200185516446606	6.06689686550235	2.03300633838238e-08	2.10748881887834e-06
"chr22:45124981-45125855"	-0.561727000545403	-6.06633759355003	2.03826765081536e-08	2.10748881887834e-06
"chr5:491320-492158"	0.604650837905507	6.05835002606378	2.11488909095407e-08	2.17817053797246e-06
"chr9:90621588-90622101"	-0.594386555148857	-6.05670733079732	2.13099474175327e-08	2.18621818525551e-06
"chr19:33625467-33625805"	0.540822269753292	6.05266693103039	2.17112387791591e-08	2.2187539598888e-06
"chr4:56659626-56660144"	-0.622071666473165	-6.04531270282109	2.24608378161889e-08	2.28291543926078e-06
"chr12:132976760-132977029"	-0.791295254352047	-6.04481718222849	2.25122511646743e-08	2.28291543926078e-06
"chr9:101017382-101018581"	0.311834430089229	6.0431509138049	2.26859879422657e-08	2.29171937963899e-06
"chr9:68377476-68377826"	-0.38883846292694	-6.04041904336274	2.29736913041673e-08	2.31192498063235e-06
