"log.fc"	"test.stat"	"p.value"	"q.value"
"chr7:72726824-72727440"	0.681054259990571	13.8498280953768	2.36708678227805e-23	1.56115291008193e-20
"chr4:96469456-96469667"	-2.11517120288407	-13.8427841334444	2.43859231122988e-23	1.5690854576233e-20
"chr5:135692397-135693042"	1.23845798578898	13.8238405373646	2.64187388754419e-23	1.65941131017389e-20
"chr19:22034394-22034943"	-1.94730786097742	-13.7787856832412	3.19662464868902e-23	1.96116639202477e-20
"chr12:85306282-85306829"	-2.72513534693454	-13.7655211825754	3.38129591183225e-23	2.02731744204651e-20
"chr1:114696886-114697185"	-1.92225779502369	-13.7245873395707	4.02173688862032e-23	2.35772090797095e-20
"chr2:133013777-133015740"	-0.67099562879775	-13.7186521649942	4.12423618738653e-23	2.36524945346617e-20
"chr13:111090637-111090860"	0.891882497439978	13.6518257644917	5.47691448892026e-23	3.07418044962139e-20
"chr1:14924610-14925993"	-1.46461811176778	-13.6042521355076	6.70471544540397e-23	3.65620583477726e-20
"chr13:36871667-36872059"	-1.96475275722813	-13.6010325356386	6.7971935055299e-23	3.65620583477726e-20
"chr2:20870006-20871280"	-1.20087203426561	-13.5964981283956	6.9296194889831e-23	3.65620583477726e-20
"chr19:56904636-56905355"	-2.04291489016086	-13.5877092639138	7.19373809210524e-23	3.72113734525154e-20
"chr4:176986921-176987360"	-2.03461295910345	-13.5805368304765	7.4167745593926e-23	3.76272941637185e-20
"chr12:64061836-64062774"	-2.43817587620465	-13.5714845014947	7.70823536216441e-23	3.8368105111181e-20
"chr10:101089010-101090655"	-0.862590786776854	-13.5537168367038	8.314269481222e-23	4.06182857748366e-20
"chr8:494155-496083"	-1.47042156160422	-13.5480165347973	8.51869039360541e-23	4.0860285686128e-20
"chr20:60494768-60495449"	0.731952223783014	13.5315585526979	9.13774128020447e-23	4.30469201273346e-20
"chr7:151129121-151129341"	1.10985212042554	13.5082602562991	1.00923327653975e-22	4.63289883520316e-20
"chr18:25755414-25758175"	-2.19557674831936	-13.5061025022837	1.01856689451417e-22	4.63289883520316e-20
"chr3:49690022-49690329"	1.1481918480002	13.491877992785	1.08230968858594e-22	4.79127877829326e-20
"chr15:72104191-72104418"	0.732027349839993	13.4902812396603	1.08971125695613e-22	4.79127877829326e-20
"chr2:115419728-115420261"	-1.00740742412468	-13.4827656460724	1.12523915988069e-22	4.8663826683299e-20
"chr16:3613100-3613546"	0.872102977396461	13.4731492683969	1.172403914676e-22	4.98857865694638e-20
"chr13:112758598-112760491"	-1.29107082343719	-13.4528069056519	1.27883840696945e-22	5.35508508162872e-20
"chr3:187416511-187416726"	0.964461428195186	13.4248787052074	1.44099426759468e-22	5.93982340209613e-20
"chr5:176314451-176314662"	1.13292153586737	13.4159823302003	1.49687743442489e-22	6.04310894402606e-20
"chr3:192232072-192233137"	-1.88188584895699	-13.413653150215	1.51186532089655e-22	6.04310894402606e-20
"chr19:37406931-37407463"	-2.49509697890698	-13.3925111888252	1.65501129016584e-22	6.51654520087539e-20
"chr7:157092597-157093535"	1.21939257007111	13.3843333526533	1.71397299829784e-22	6.64945906883754e-20
"chr4:117626556-117627110"	1.23968830343881	13.3637646717991	1.87179194065444e-22	7.1564845197688e-20
"chr5:140857864-140858065"	-1.49791854380934	-13.3328542703767	2.13690881423024e-22	7.89056959111082e-20
"chr2:95401380-95401636"	0.962520235344616	13.3299162440928	2.16399688416572e-22	7.89056959111082e-20
"chr1:11596382-11596622"	0.873454411129798	13.3295941445808	2.1669875268287e-22	7.89056959111082e-20
"chr19:55870392-55870601"	1.34873244612007	13.3278308344319	2.18343345646901e-22	7.89056959111082e-20
"chr2:182321761-182323029"	-1.32355732497436	-13.2977589365893	2.48406608006102e-22	8.85569557541755e-20
"chr17:76851759-76851973"	0.975650968344221	13.281007937864	2.66925527424784e-22	9.38901645199097e-20
"chr20:41817475-41819212"	-1.87674491532523	-13.2641215027288	2.87001533266756e-22	9.96235190672407e-20
"chr6:159550082-159550382"	0.822935999715325	13.2329512038958	3.28138438405484e-22	1.12423638228248e-19
"chr3:192125821-192127994"	-2.2529810476969	-13.2226401604888	3.43013756306526e-22	1.16013409040032e-19
"chr2:68882342-68882574"	0.835780737661374	13.2106484813549	3.61169605462168e-22	1.20607789388575e-19
"chr11:105481126-105481422"	-1.72463410246385	-13.2062115106658	3.68129849066496e-22	1.2139541935279e-19
"chr15:72581710-72582317"	1.25492850590684	13.1987879714733	3.80078324148659e-22	1.23788225547726e-19
"chr5:76506029-76507189"	-1.67748317756236	-13.17415365887	4.22597097364388e-22	1.35957732019145e-19
"chr11:78780676-78781048"	1.24670445615657	13.1437833450871	4.81666063125456e-22	1.53094366401357e-19
"chr17:16569938-16570517"	-0.71827325247923	-13.1400582881817	4.89461424912891e-22	1.5335943437016e-19
"chr2:100937779-100939059"	-1.7383304141463	-13.1378574927048	4.94126527480521e-22	1.5335943437016e-19
"chr8:7386191-7386445"	1.6062941054271	13.1284895827813	5.14489905683892e-22	1.57822769788916e-19
"chr8:94767000-94767214"	0.535769627838122	13.1085089084653	5.60789437394663e-22	1.69600676401695e-19
"chr1:2266007-2266432"	0.973876997512916	13.1064704064597	5.65742751349423e-22	1.69600676401695e-19
"chr1:177140120-177140323"	-1.27355170634305	-13.1014239286172	5.78195335266508e-22	1.70682534863328e-19
"chr12:72665683-72667551"	-2.33442533225991	-13.0973110106318	5.88548039328386e-22	1.70682534863328e-19
"chr3:49940099-49940431"	1.72036443707024	13.0962620189069	5.91218200932618e-22	1.70682534863328e-19
"chr20:39316550-39319987"	-1.04606364799753	-13.0946944328841	5.95231159070019e-22	1.70682534863328e-19
"chr20:23028403-23032218"	-1.70129455602677	-13.0683074230009	6.67048081594212e-22	1.89219305812225e-19
"chr1:146522288-146522555"	0.804598839006719	13.0584235776284	6.96140498301424e-22	1.95063939852246e-19
"chr5:140864527-140864748"	-1.93305066507611	-13.0563381287279	7.02440176110206e-22	1.95063939852246e-19
"chr19:51535218-51535475"	0.963465183264097	13.051601668635	7.16961908575563e-22	1.97022626147208e-19
"chr10:1230813-1231214"	0.878241519613628	13.0303148525422	7.8604845445798e-22	2.11176054616413e-19
"chr1:98510966-98511710"	-1.53412281268255	-13.0297475348175	7.87978614631768e-22	2.11176054616413e-19
"chr15:60287107-60287663"	-1.31188483771419	-13.0284297297987	7.92480550662405e-22	2.11176054616413e-19
"chr10:46195451-46195674"	0.545170612392528	13.0190969381207	8.25113059983741e-22	2.16786423534202e-19
"chr6:391188-393790"	-2.02674673643743	-13.017739812183	8.29969628784141e-22	2.16786423534202e-19
"chr8:23559838-23560591"	-1.26986289380983	-12.9925153879986	9.25660365479013e-22	2.39172054678231e-19
"chr8:85096759-85097247"	-2.14374220587261	-12.9899951195819	9.35811325562429e-22	2.39172054678231e-19
"chr17:15820620-15821325"	-1.03202188951342	-12.9882583888125	9.4287152445078e-22	2.39172054678231e-19
"chr19:48918115-48918340"	-1.15634563735513	-12.9846042196054	9.57902058752219e-22	2.40670611542307e-19
"chr4:5053230-5054092"	-1.6731583024632	-12.9822086758908	9.67886147002801e-22	2.40884947585669e-19
"chr3:51749754-51750061"	0.738660664451827	12.9753324816168	9.97130087439247e-22	2.45843820904063e-19
"chr1:228403232-228403528"	1.28727948425701	12.9723431269313	1.01011933001223e-21	2.46740352269005e-19
"chr6:84417597-84419378"	-2.12927051108358	-12.9666510267042	1.03532509279367e-21	2.50577167642108e-19
"chr5:150911152-150911501"	1.2821774901591	12.9581035679377	1.074368819662e-21	2.57662943922757e-19
"chr10:88159613-88161411"	0.603010896740513	12.9335219424821	1.1951122773848e-21	2.84038351258454e-19
"chr1:43352785-43352994"	1.03354216879719	12.925511224159	1.23734000965249e-21	2.9144881066645e-19
"chr3:32861141-32861429"	-1.31419118601976	-12.9185775965314	1.27510032833793e-21	2.97685148335247e-19
"chr1:98519001-98519983"	-1.31212091047384	-12.9145079728115	1.29780116445363e-21	2.99283574672578e-19
"chr8:103750881-103751088"	1.57019297368733	12.913296639513	1.30463633248726e-21	2.99283574672578e-19
"chr20:2384234-2384436"	0.760073151657206	12.9093211781078	1.32732413031984e-21	3.0186325760317e-19
"chr1:119531991-119532196"	-1.70776854982079	-12.8984585189363	1.39136198265651e-21	3.1268289776842e-19
"chr17:80251357-80251673"	1.3609745718245	12.8972617993039	1.39860437195988e-21	3.1268289776842e-19
"chr2:115918737-115920765"	-2.24203026833334	-12.8928879505699	1.42539848849886e-21	3.15995273320071e-19
"chr20:60470080-60470335"	1.27186533570254	12.8850337358753	1.47481646740206e-21	3.24226110221115e-19
"chr13:28498226-28499046"	-2.22381379629658	-12.8818635853761	1.49524778778049e-21	3.26001089995349e-19
"chr3:10400381-10400586"	0.939003972756556	12.8702243863486	1.57273433958065e-21	3.40084464036698e-19
"chr10:7449376-7455339"	-1.93857067730479	-12.8664217175792	1.59891589853124e-21	3.4293496194433e-19
"chr1:200010625-200010832"	-2.26029456789263	-12.8599028044408	1.64482333186634e-21	3.48638521091922e-19
"chr9:66455767-66456272"	-0.882485446028206	-12.8589087200257	1.65193946918199e-21	3.48638521091922e-19
"chr8:23571922-23572208"	-1.34489553583005	-12.8567090463232	1.66779609628341e-21	3.49191498540101e-19
"chr13:28502362-28502744"	-2.04269070073431	-12.8419601436118	1.77814515944426e-21	3.69364153159836e-19
"chr19:57018743-57019506"	-2.4714614962763	-12.8333926986945	1.84558874723675e-21	3.80378724537912e-19
"chr15:83951980-83953930"	-1.2776785574163	-12.82728918747	1.89520051393584e-21	3.87575850838306e-19
"chr8:31496525-31498346"	-1.34337308406717	-12.8185334055502	1.96872351502075e-21	3.99514577305865e-19
"chr21:22369423-22370582"	-1.28499307861893	-12.8063470419351	2.07585510899788e-21	4.15546269219644e-19
"chr13:102068116-102069258"	-1.34775924001609	-12.8059737501872	2.07922776001641e-21	4.15546269219644e-19
"chr10:108923780-108924805"	-1.67281096815643	-12.8026634482844	2.10937822683648e-21	4.18402308287017e-19
"chr10:1219146-1219427"	1.35617557857821	12.7938362603401	2.19194488432122e-21	4.31535059651329e-19
"chr10:118030732-118034230"	-2.48709049936752	-12.7846677112802	2.28114947118122e-21	4.45402714176865e-19
"chr14:101292863-101293101"	-1.38920249066866	-12.7831613077966	2.29615136378658e-21	4.45402714176865e-19
"chr20:62705080-62705943"	1.12268290817189	12.7805951212392	2.32193628952085e-21	4.47116797473354e-19
"chr19:13953222-13953554"	0.948668693176624	12.7731981840613	2.39790210227879e-21	4.58398951885628e-19
"chr2:134767365-134767691"	1.00776180470766	12.7603768164166	2.53554817829246e-21	4.81225154615348e-19
"chr20:39994545-39995810"	-1.39263441069744	-12.7579206043919	2.56281096646613e-21	4.82925115045307e-19
"chr3:126398076-126398365"	0.751421437797409	12.7525727447439	2.62319410451802e-21	4.89904093016099e-19
"chr2:1669991-1670203"	0.880366361394075	12.7513684616735	2.63698802957758e-21	4.89904093016099e-19
"chr19:56879417-56879995"	-1.86534534410062	-12.7485335620345	2.66974788835341e-21	4.92521811487073e-19
"chr11:111410932-111412199"	-1.39455585866587	-12.7351482666873	2.83004490676199e-21	5.18468157536723e-19
"chr7:93519366-93520184"	-1.91428777252671	-12.7296239705434	2.89899244143564e-21	5.27436686879404e-19
"chr11:111383168-111383892"	-1.44889488780882	-12.715976275373	3.07665909643785e-21	5.55927011117307e-19
"chr2:238864315-238865170"	-1.16123346757291	-12.692476929162	3.40863329103995e-21	6.11722141843026e-19
"chr7:24323558-24325080"	-1.89605740706412	-12.690659736676	3.43575860122804e-21	6.12423970668899e-19
"chr2:41924592-41924949"	1.17893475011973	12.6749583439807	3.67936600663863e-21	6.51445333027742e-19
"chr19:57862441-57863236"	-2.08779207812048	-12.6694206868409	3.76936674552718e-21	6.62931094091683e-19
"chr4:1541591-1541868"	0.897264265823903	12.663507250766	3.8679215756121e-21	6.75759199246508e-19
"chr5:127872563-127874945"	-2.1602613506323	-12.6591325596755	3.94249584106217e-21	6.84256465678034e-19
"chr19:48919173-48919412"	-1.88592141693489	-12.6533305019183	4.04363816261112e-21	6.97223649463033e-19
"chr13:88326600-88326919"	-2.16269772859682	-12.6392972742905	4.29919264505977e-21	7.36474033567025e-19
"chr1:6131635-6131985"	0.766143143616348	12.6370065334918	4.34242480274262e-21	7.39080701426794e-19
"chr10:134843465-134843776"	1.06511120449222	12.6257388289176	4.56152648974263e-21	7.70939928780973e-19
"chr4:21950538-21950865"	-2.21358087660985	-12.624411486199	4.58805840637628e-21	7.70939928780973e-19
"chr12:131554750-131555169"	0.787626138335577	12.6142766900728	4.79582506052946e-21	8.0075101849258e-19
"chr19:15550849-15551059"	0.815161794022875	12.6080014358431	4.92918788760502e-21	8.17842173980553e-19
"chr7:53103275-53103801"	1.10708331405285	12.6049734635026	4.99486694929605e-21	8.2355990618362e-19
"chr11:123448093-123448382"	1.016676576147	12.5907359353727	5.31568926329333e-21	8.71013654999635e-19
"chr13:114056100-114056577"	0.782229809177533	12.5858704516365	5.43001355758805e-21	8.84254244831669e-19
"chr19:57352050-57352284"	-1.09668056079961	-12.5826146118903	5.50789410647438e-21	8.91434076214114e-19
"chr6:170787749-170787985"	1.41970553301773	12.5775305433584	5.63175963092586e-21	9.05923480630824e-19
"chr5:1874907-1879032"	-1.33970564422154	-12.5739727876143	5.72010169239474e-21	9.14557592406458e-19
"chr5:87898488-87898736"	0.834887455689114	12.5702333011992	5.81445927373744e-21	9.24043675304021e-19
"chr19:42509859-42510094"	1.34369744356258	12.5650742144426	5.94721281421697e-21	9.39481564382382e-19
"chr1:99469932-99470968"	-1.65628526167385	-12.5597146311451	6.08835553742173e-21	9.56053020432873e-19
"chr7:5342299-5342599"	1.43122730548533	12.5522660084778	6.2901254199027e-21	9.81892300014516e-19
"chr11:2033707-2033991"	0.797180188224316	12.5472588622008	6.429527201879e-21	9.97749159486881e-19
"chr2:242927444-242928053"	1.16123921940159	12.5443889557305	6.51082367096991e-21	1.00107300524464e-18
"chr7:19156050-19158042"	-1.73410827311274	-12.5438278153263	6.52683965361727e-21	1.00107300524464e-18
"chr4:1049652-1049923"	1.24794495134501	12.5359200057165	6.75680328011687e-21	1.03035391521828e-18
"chr5:42944266-42944582"	-0.777192274733546	-12.5187478010891	7.28464075448189e-21	1.10446038933326e-18
"chr19:48945800-48947636"	-1.35350674117917	-12.5120908143243	7.50024777932683e-21	1.13065163809384e-18
"chr1:3342012-3342806"	0.719257715356607	12.500075549657	7.90577868827758e-21	1.18450307754093e-18
"chr18:31020510-31020847"	-1.40071878845631	-12.4988812366917	7.94727435369183e-21	1.18450307754093e-18
"chr1:119529819-119530712"	-1.65403081756244	-12.4939759276588	8.12001651130372e-21	1.19938334139339e-18
"chr6:33129291-33129718"	0.839597882329789	12.4932218590852	8.14690415839762e-21	1.19938334139339e-18
"chr22:43605965-43606236"	1.21896572420953	12.4921994415553	8.18350333386949e-21	1.19938334139339e-18
"chr19:37997790-37998125"	-2.87072424108639	-12.4863176175315	8.39728856085054e-21	1.22391640620883e-18
"chr2:105459127-105461770"	-1.7370032244251	-12.4809558244076	8.59706328799858e-21	1.24614904725654e-18
"chr8:72755783-72756667"	-1.72331541399288	-12.4729358471189	8.90483771028985e-21	1.28249779013766e-18
"chr2:226446716-226447731"	0.87620810977451	12.471908423774	8.94505869320079e-21	1.28249779013766e-18
"chr5:168727429-168728275"	-1.12204512490445	-12.4696605819719	9.03369424028943e-21	1.28804587336659e-18
"chr7:145813030-145814084"	-2.25445855497578	-12.4675554342193	9.11750401274782e-21	1.28804587336659e-18
"chr4:2431798-2432328"	0.894542348081191	12.467237501971	9.13022926801683e-21	1.28804587336659e-18
"chr7:35225363-35226580"	-1.24069808058171	-12.464518575334	9.23978660900107e-21	1.29656814112796e-18
"chr9:100615234-100617510"	-2.02616077670801	-12.4610717399846	9.3805771935817e-21	1.30935982509989e-18
"chr6:10398573-10398812"	-1.531541529166	-12.4569341867798	9.55243363590435e-21	1.32299278542547e-18
"chr21:28337856-28340237"	-1.40360793093156	-12.4563120743478	9.57854599963097e-21	1.32299278542547e-18
"chr19:4555936-4556143"	1.77679061529994	12.4435031294113	1.01324322289896e-20	1.39220674288008e-18
"chr19:2607725-2607967"	1.54476660714942	12.4381784285206	1.03720595419497e-20	1.41774768277811e-18
"chr10:102820488-102822874"	0.650385809374174	12.4348468959553	1.05248787013991e-20	1.41880932090408e-18
"chr5:25909342-25909651"	0.966608522346796	12.4348134582552	1.05264239289647e-20	1.41880932090408e-18
"chr8:23567180-23567678"	-1.83348908560135	-12.4344945938527	1.05411708008491e-20	1.41880932090408e-18
"chr22:48970857-48972947"	-1.78761365783752	-12.4278027078231	1.08554968811562e-20	1.45369981330853e-18
"chr18:44337510-44338100"	-1.86936029446426	-12.4188866305427	1.12889933245703e-20	1.50411582270449e-18
"chr4:6380233-6380545"	1.27258700588135	12.412771449024	1.15963362650239e-20	1.53730124124419e-18
"chr2:11750766-11751072"	1.15003505367552	12.4113512153123	1.16689117011918e-20	1.5391877979457e-18
"chr4:66535193-66535620"	-1.71310116040342	-12.4030839183152	1.21005409456793e-20	1.58818094869634e-18
"chr2:68546339-68547111"	-1.57939122139432	-12.4006585738666	1.22301866141779e-20	1.59725026271598e-18
"chr8:11559596-11562956"	-1.46623133075538	-12.3975009823827	1.24010697689856e-20	1.61158926884537e-18
"chr22:48884884-48887043"	-0.996292495525022	-12.3930154659283	1.26479544387901e-20	1.63561610808687e-18
"chr19:2513215-2513696"	1.79857651466277	12.3866565364225	1.30064476875656e-20	1.67377120217399e-18
"chr8:67344497-67344989"	-2.24763437084004	-12.3720267631042	1.38705084115343e-20	1.77630040002275e-18
"chr1:34098896-34099119"	0.892716159116396	12.3655284926738	1.42726047823016e-20	1.81896418725555e-18
"chr5:12794972-12795647"	0.89854885440557	12.3587251549672	1.47061460458589e-20	1.86502030055041e-18
"chr8:143531118-143534495"	-2.28538494728242	-12.3576574454604	1.47753778406821e-20	1.86502030055041e-18
"chr1:108507251-108507841"	-1.81690018912349	-12.3547995232892	1.49623066381405e-20	1.8796219591466e-18
"chr1:165910640-165910978"	0.75923831215368	12.3503369866579	1.52589564308093e-20	1.9030281667631e-18
"chr4:81187494-81187913"	-1.56686272744599	-12.3498319551352	1.52928991074552e-20	1.9030281667631e-18
"chr19:58570393-58571779"	-1.29391885912731	-12.3455975641027	1.55804920891528e-20	1.92971343569925e-18
"chr20:56293563-56293856"	0.777456112323753	12.341876687574	1.58376943421631e-20	1.94629449282056e-18
"chr7:6894259-6895545"	0.517065930240354	12.3415293555335	1.58619201681673e-20	1.94629449282056e-18
"chr18:56975842-56976160"	0.907556912981848	12.3386992084231	1.60607121779846e-20	1.96156318503431e-18
"chr21:47531899-47532821"	0.790732526846125	12.3333606317313	1.64425446476218e-20	1.99894364216088e-18
"chr1:20878894-20880592"	-1.27624306036269	-12.3223914385173	1.72559908614632e-20	2.0882123620012e-18
"chr5:177482699-177482961"	0.506336603488309	12.3159864190173	1.77495608146681e-20	2.13813316827287e-18
"chr15:88799522-88801017"	-1.82550909315007	-12.3051640804887	1.86160059782143e-20	2.23231297141487e-18
"chr10:57388068-57388528"	-1.74951205757857	-12.2931953591997	1.96238571777198e-20	2.34252025432319e-18
"chr5:178770724-178772794"	-1.51929196750794	-12.2915838541377	1.97636850432195e-20	2.34858457263592e-18
"chr2:129228601-129228807"	1.20738294707041	12.2903882670439	1.9868071322164e-20	2.35040174686102e-18
"chr2:164592917-164593511"	-1.62270552626044	-12.286383389819	2.02217916020606e-20	2.38156734041947e-18
"chr17:59486727-59487132"	-1.27752261106879	-12.2782511257591	2.0959659099547e-20	2.45723431505042e-18
"chr22:21622176-21622503"	1.53187734123728	12.2772692020506	2.1050564997589e-20	2.45723431505042e-18
"chr13:28503057-28503374"	-2.28551247567494	-12.2681694150529	2.19121093133702e-20	2.53817335699635e-18
"chr14:37135513-37136348"	-1.50768929748283	-12.2679183498594	2.19363756262146e-20	2.53817335699635e-18
"chr18:7566557-7568830"	-1.63022537244322	-12.2649659974586	2.22237659736089e-20	2.56019724956235e-18
"chr7:158766126-158767400"	0.851202895826052	12.2632143781876	2.23960598821914e-20	2.56439595096586e-18
"chr5:1444678-1446648"	-1.97334292978453	-12.2626220614102	2.2454625096589e-20	2.56439595096586e-18
"chr22:39770340-39770557"	1.23875629631903	12.2565329519099	2.30656867768011e-20	2.62282708128789e-18
"chr6:32055067-32055601"	0.793124429472814	12.2532693988805	2.34000491873801e-20	2.64511821125926e-18
"chr1:6202118-6202359"	0.61513253648922	12.2521265139653	2.35182904041713e-20	2.64511821125926e-18
"chr8:69242920-69243803"	-1.54295201584696	-12.2517005099047	2.35625177076656e-20	2.64511821125926e-18
"chr6:10882926-10883149"	-1.63085587642528	-12.2435347672764	2.44266295727471e-20	2.73050387609594e-18
"chr17:8868469-8869372"	-1.21589867613042	-12.2415603478953	2.46403062698156e-20	2.74276759368779e-18
"chr6:32975684-32975926"	0.927649744157771	12.240566284991	2.47485966128807e-20	2.74324675312776e-18
"chr7:84814839-84816242"	-1.77160877801247	-12.2369976912467	2.51413066244526e-20	2.76818829519378e-18
"chr20:57415135-57417153"	-0.805619464891135	-12.2366178618969	2.5183472607047e-20	2.76818829519378e-18
"chr12:50794549-50794920"	0.465624011487205	12.2335257443641	2.5529394136386e-20	2.79456824361825e-18
"chr1:242686916-242687476"	-0.857002833121385	-12.2298675765426	2.594481616341e-20	2.82249976274769e-18
"chr1:111216244-111217937"	-1.31136710888652	-12.2293988093652	2.59985384309802e-20	2.82249976274769e-18
"chr8:32405407-32406901"	-2.26168091526252	-12.2272806322481	2.62426865272633e-20	2.83732915276939e-18
"chr5:45695394-45696510"	-1.52133811748225	-12.2131732179793	2.79286279716012e-20	3.00728626334209e-18
"chr20:21485932-21496714"	-1.86000863001631	-12.2102312626186	2.82937131345871e-20	3.03421319594936e-18
"chr15:29405951-29406214"	1.21283636604884	12.2073857481795	2.86513951244815e-20	3.05738839328104e-18
"chr5:5303263-5303489"	1.20611564297594	12.2064502105678	2.87699828093175e-20	3.05738839328104e-18
"chr7:158823178-158824316"	0.76843071475962	12.2057622703927	2.88575000919973e-20	3.05738839328104e-18
"chr14:23889144-23889408"	0.904086103950072	12.197165406092	2.99740039783066e-20	3.15958054323934e-18
"chr7:5343565-5343782"	1.73258495631671	12.1965047144836	3.00615866097978e-20	3.15958054323934e-18
"chr15:89974055-89974263"	0.578133714780813	12.1949850289591	3.02640170761306e-20	3.16823426383095e-18
"chr5:115151348-115152713"	-1.35441112180884	-12.1934140450576	3.04747216656547e-20	3.17768234095508e-18
"chr8:55370170-55372525"	-1.5768364621794	-12.1869752648878	3.13538320973921e-20	3.2564781281941e-18
"chr5:172660720-172661133"	-1.52274412889735	-12.1846648779258	3.16754564987279e-20	3.27698124663899e-18
"chr3:11058818-11059051"	1.29298970004181	12.1730501398162	3.33432828449759e-20	3.43605134661449e-18
"chr16:28331225-28332489"	0.552046814189106	12.1677807891598	3.41287851650779e-20	3.50331315735377e-18
"chr3:50230430-50232344"	0.535775149461789	12.1584295965966	3.55688604856172e-20	3.63698491655452e-18
"chr5:1881924-1887743"	-1.69862481312041	-12.1501187672181	3.68999278930367e-20	3.75053168881179e-18
"chr1:31246010-31246280"	1.19139574961763	12.1497284570033	3.696365714306e-20	3.75053168881179e-18
"chr2:4050649-4050852"	1.75612176677638	12.1444376778356	3.78385243239402e-20	3.82459046049757e-18
"chr1:3351365-3351632"	1.1002873524234	12.1414493291284	3.83418381540807e-20	3.86067187917101e-18
"chr5:1232352-1232594"	1.08170347714765	12.1393792794875	3.86944281536804e-20	3.88136011073096e-18
